"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
39900,"Reno, NV (Metropolitan Statistical Area)",2,Population (persons) 1,396546,404366,412724,418892,421787,426220,429244,433623,438365,444651,451851,460369,468260,477033,486006,491818,498442,501145,502199
39900,"Reno, NV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,43659,44988,44824,43116,41246,43555,45147,43275,43104,44853,49013,50884,54664,59256,60970,65045,74762,76486,81358
40060,"Richmond, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),43781142,46841675,49389825,51333970,49174645,50800458,53969937,57161344,57309265,60041009,63474721,65404993,68633164,70993770,75404794,80720661,87634972,90739821,96902930
40060,"Richmond, VA (Metropolitan Statistical Area) *",2,Population (persons) 1,1116391,1137479,1153700,1168018,1179342,1188735,1198898,1214218,1227139,1240945,1254013,1267408,1279887,1292860,1305584,1316646,1326307,1338238,1349732
40060,"Richmond, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2,39217,41180,42810,43950,41697,42735,45016,47077,46702,48383,50617,51605,53624,54912,57756,61308,66074,67805,71794
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),110131984,118971034,124893160,126738009,124035144,128203659,135565456,138531853,142397519,149581603,158856017,166450541,172482928,180509249,192849310,214380015,235578786,233028487,246371354
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2,Population (persons) 1,3875709,3986510,4067344,4113447,4160685,4240540,4285291,4317368,4344386,4382462,4420560,4463228,4509806,4548430,4575112,4606384,4646486,4669149,4688053
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28416,29843,30706,30811,29811,30233,31635,32087,32777,34132,35936,37294,38246,39686,42152,46540,50700,49908,52553
40220,"Roanoke, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),9756710,10236326,10933035,11473034,11293378,11528868,11964228,12595592,12392947,12781342,13394497,13480489,13757321,14230948,14623328,15689755,16918778,17626759,18802289
40220,"Roanoke, VA (Metropolitan Statistical Area) *",2,Population (persons) 1,296405,299930,302858,305596,307816,308634,309336,310843,312399,313429,314011,313594,313967,314293,314873,315217,314688,314150,314314
40220,"Roanoke, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2,32917,34129,36100,37543,36689,37354,38677,40521,39670,40779,42656,42987,43818,45279,46442,49774,53764,56109,59820
40340,"Rochester, MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7037396,7426949,7903398,8331191,8281165,8832380,9194714,9677136,9793355,10072451,10504508,10800605,11311991,11921585,12337032,13387452,14517249,15022066,15705780
40340,"Rochester, MN (Metropolitan Statistical Area)",2,Population (persons) 1,197188,199763,201782,204181,206097,207312,208927,210367,212693,214215,215847,218514,220660,222704,224979,226576,227540,228134,229077
40340,"Rochester, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,35689,37179,39168,40803,40181,42604,44009,46001,46045,47020,48666,49428,51264,53531,54836,59086,63801,65848,68561
40380,"Rochester, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),35288749,36660848,38627659,40896753,41131515,42786903,44746344,46559915,46294174,46994478,49273823,49970367,52456438,53772103,55937460,60575765,63240389,63389878,66490067
40380,"Rochester, NY (Metropolitan Statistical Area)",2,Population (persons) 1,1070418,1070370,1072040,1075302,1077941,1080506,1084294,1086456,1088879,1089425,1088623,1087990,1088379,1090820,1090238,1087563,1085467,1079331,1076559
40380,"Rochester, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32967,34251,36032,38033,38157,39599,41268,42855,42515,43137,45263,45929,48197,49295,51308,55699,58261,58731,61762
40420,"Rockford, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10150491,10965004,11618576,11915307,11542306,11787735,12229434,12508095,12787942,13043445,13557459,13602188,14147110,14717213,14909594,16012052,17225915,17355835,18125744
40420,"Rockford, IL (Metropolitan Statistical Area)",2,Population (persons) 1,335903,341202,347503,349937,349766,349285,348301,346779,346073,344213,342957,342288,341107,340333,339531,338259,336506,334610,334124
40420,"Rockford, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30219,32136,33434,34050,33000,33748,35112,36069,36952,37894,39531,39739,41474,43244,43912,47337,51191,51869,54249
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4104997,4305484,4537743,4801977,4810791,4847835,4943013,5089559,4974497,5173895,5266543,5315326,5467477,5665397,5961186,6412066,6921515,7056007,7459333
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",2,Population (persons) 1,147027,148256,149644,151138,151729,152367,151580,150467,149267,148311,146596,146159,145517,144616,143938,143932,143537,144209,145383
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27920,29041,30324,31772,31706,31817,32610,33825,33326,34885,35926,36367,37573,39175,41415,44549,48221,48929,51308
40660,"Rome, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2618966,2707574,2797872,2863471,2827367,2915389,3000248,3026934,3049994,3200587,3343263,3435330,3524634,3665617,3807463,4027782,4350904,4408242,4677936
40660,"Rome, GA (Metropolitan Statistical Area)",2,Population (persons) 1,94332,95165,95308,95922,96383,96436,96171,95939,95894,95885,96198,96716,97444,97890,98306,98583,98487,99437,100113
40660,"Rome, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27763,28451,29356,29852,29335,30231,31197,31551,31806,33379,34754,35520,36171,37446,38731,40857,44177,44332,46727
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),75722695,80514751,84139826,87071361,85564714,87891943,92398939,96097050,99198076,104932300,112107678,116821648,121840785,127927397,135167210,148327814,160391264,161090913,170454944
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",2,Population (persons) 1,2034850,2057885,2082217,2108310,2132657,2154196,2175864,2195550,2218136,2245584,2275383,2306739,2337641,2362688,2385399,2400029,2408702,2417259,2420608
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37213,39125,40409,41299,40121,40800,42465,43769,44721,46728,49270,50644,52121,54145,56664,61803,66588,66642,70418
40980,"Saginaw, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5587498,5685532,5807333,5951275,5893230,6105095,6345941,6394626,6481708,6601245,6842665,6995594,7112736,7542602,7781747,8658025,9267827,9058575,9441389
40980,"Saginaw, MI (Metropolitan Statistical Area)",2,Population (persons) 1,207368,205822,203144,201966,200835,199871,198932,198414,196866,195326,193396,192650,192018,190859,190505,189882,189516,188373,187782
40980,"Saginaw, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26945,27624,28587,29467,29344,30545,31900,32229,32924,33796,35382,36312,37042,39519,40848,45597,48903,48088,50278
41060,"St. Cloud, MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5458199,5730336,6082924,6452580,6263520,6507943,7015654,7343572,7551402,7983686,8215477,8290835,8735718,9118206,9523983,10486216,11593347,12047175,12485340
41060,"St. Cloud, MN (Metropolitan Statistical Area)",2,Population (persons) 1,179222,181873,184598,186507,188114,189155,189713,189883,190564,191822,193834,194992,196429,197982,199076,199835,200737,201751,202577
41060,"St. Cloud, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30455,31507,32952,34597,33296,34405,36980,38674,39627,41620,42384,42519,44473,46056,47841,52474,57754,59713,61633
41100,"St. George, UT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2840612,3206975,3476009,3592044,3490506,3627168,3795930,4053908,4302407,4655126,5052394,5522216,6133159,6805916,7425510,8252905,9717589,10212743,11014315
41100,"St. George, UT (Metropolitan Statistical Area)",2,Population (persons) 1,119000,126796,132277,135552,137088,138323,140918,143548,146135,149970,153282,157683,164045,169604,175195,182015,191513,197730,202452
41100,"St. George, UT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,23871,25292,26278,26499,25462,26222,26937,28241,29441,31040,32961,35021,37387,40128,42384,45342,50741,51650,54405
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3389867,3562311,3751550,4012565,3995460,3974377,4226844,4345914,4431429,4477033,4527110,4584015,4709082,4751374,4945340,5296125,5640156,5822502,6114720
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",2,Population (persons) 1,123484,124222,125483,126077,127001,127240,127552,127636,127240,126741,126073,125790,125344,124730,122017,121643,120784,119692,118475
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27452,28677,29897,31826,31460,31235,33138,34049,34827,35324,35909,36442,37569,38093,40530,43538,46696,48646,51612
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),101360021,107922900,112191495,118607414,114564157,118793433,123032766,129973588,128685932,133111264,138052310,142888213,145518445,153890870,159919838,172557968,189817612,198359574,211388895
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2,Population (persons) 1,2730316,2744265,2755581,2767776,2779404,2790435,2797195,2800312,2804650,2810147,2815810,2815582,2817269,2816807,2817956,2819212,2812587,2800245,2796999
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37124,39327,40714,42853,41219,42572,43984,46414,45883,47368,49028,50749,51652,54633,56750,61208,67489,70837,75577
41420,"Salem, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10121576,11112208,11523403,12198627,12028637,12272246,12667483,13077956,13315038,14222335,15249400,16076374,16974424,17989976,19071092,20988012,23410182,23867575,25221068
41420,"Salem, OR (Metropolitan Statistical Area)",2,Population (persons) 1,368046,374317,379755,384075,388323,391415,393631,395433,397108,400932,406581,415258,422432,427952,430701,434306,437224,436312,436546
41420,"Salem, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27501,29687,30344,31761,30976,31354,32181,33072,33530,35473,37506,38714,40183,42037,44279,48325,53543,54703,57774
41500,"Salinas, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),14526578,15699663,16344825,16417496,16449126,17079631,17462059,18256300,19005460,19989436,21593394,22267892,22772964,23001148,24504951,26561523,28404162,28280705,29695203
41500,"Salinas, CA (Metropolitan Statistical Area)",2,Population (persons) 1,405139,401831,402376,406022,410263,416536,421275,425838,428497,431037,433948,437926,439011,439285,440023,438322,437158,432884,430723
41500,"Salinas, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,35856,39070,40621,40435,40094,41004,41450,42871,44354,46375,49760,50849,51873,52360,55690,60598,64975,65331,68943
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11464878,12082603,12766090,13523655,13261944,13567096,14260654,14786537,15487928,16356947,17648005,17895029,18731726,19644229,20613984,21857163,24638961,26627943,27774437
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",2,Population (persons) 1,345704,353828,360918,366772,370558,374721,377758,380413,383418,387294,391734,396768,401923,407737,413426,419277,429867,439475,447390
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33164,34148,35371,36872,35789,36206,37751,38870,40394,42234,45051,45102,46605,48179,49861,52131,57318,60590,62081
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),32157909,36005791,38561857,40026842,38095059,38977234,41995024,44703269,45941324,48326293,52109220,54746380,57880438,61741758,65167290,71045097,80218400,84231854,89251353
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",2,Population (persons) 1,997221,1018281,1037540,1055462,1074013,1091991,1109361,1128387,1146723,1160190,1175713,1197715,1219054,1235156,1248927,1260338,1263087,1266524,1267864
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32248,35359,37167,37924,35470,35694,37855,39617,40063,41654,44321,45709,47480,49987,52179,56370,63510,66506,70395
41660,"San Angelo, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3377336,3540609,3723517,4324162,4031333,4293182,4545705,4808425,4949717,5449137,5223858,5051969,5357339,5887399,6352290,6825515,7312049,7453447,8009447
41660,"San Angelo, TX (Metropolitan Statistical Area)",2,Population (persons) 1,107785,108898,109441,110379,111626,113429,114544,116117,117587,119330,120508,120713,120621,121224,122377,123087,122145,121873,122003
41660,"San Angelo, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31334,32513,34023,39176,36115,37849,39685,41410,42094,45664,43349,41851,44415,48566,51908,55453,59864,61157,65650
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),60128345,65640997,69943209,75594464,73792399,78690471,85743494,88800011,92645531,100226300,103519661,105273227,111676821,119243694,122015388,127970600,140617846,150303098,160825638
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2,Population (persons) 1,1896328,1956361,2011543,2061275,2105672,2152417,2190922,2231619,2272235,2318680,2366630,2410897,2454024,2492524,2527722,2568526,2605100,2655928,2703999
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31708,33553,34771,36674,35045,36559,39136,39792,40773,43226,43741,43666,45508,47841,48271,49823,53978,56592,59477
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),121815272,128126344,131979831,135317499,131278107,136161972,144475867,151092176,155648494,164691400,174081824,180838809,187630531,194949226,204627597,222660949,239308923,244070477,258725373
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",2,Population (persons) 1,2938375,2947289,2975742,3022116,3061203,3102369,3132770,3167098,3199163,3234108,3262051,3283104,3293086,3302976,3297378,3295298,3274432,3277176,3269973
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,41457,43473,44352,44776,42884,43890,46118,47707,48653,50923,53366,55082,56977,59022,62058,67569,73084,74476,79122
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),227083386,247495287,259267257,264709737,253419028,262865368,283773466,307619886,314423764,339037036,371467709,395017424,424593748,456742977,475627521,516114832,572549759,563805481,597038479
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",2,Population (persons) 1,4137858,4148724,4183637,4243932,4302830,4344900,4401358,4465085,4533265,4602584,4669540,4713476,4741080,4759212,4761684,4740838,4618350,4578135,4566961
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,54879,59656,61972,62374,58896,60500,64474,68895,69359,73662,79551,83806,89556,95970,99886,108866,123973,123152,130730
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),90327674,99275802,107717763,108066644,102245924,110729633,121259254,134235407,136360932,148809515,164046558,177759101,193230025,210975411,222231270,239211165,275499612,272265064,288043225
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",2,Population (persons) 1,1729959,1745283,1766098,1795231,1819573,1842130,1870913,1899589,1930993,1959145,1986324,2002076,2009448,2012751,2006909,1995698,1951882,1945978,1945767
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,52214,56882,60992,60197,56192,60110,64813,70666,70617,75956,82588,88787,96161,104819,110733,119863,141146,139912,148036
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9138390,9832504,10414683,10522162,10463289,10809063,11443277,11971219,12342485,13091879,13980423,14406406,15144287,15708604,16679450,17795163,19109209,19281677,20481086
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",2,Population (persons) 1,258615,260498,262770,266358,268145,269796,271038,274141,275666,278210,280062,281794,282368,283130,282594,281884,279464,282046,281639
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,35336,37745,39634,39504,39021,40064,42220,43668,44773,47058,49919,51124,53633,55482,59023,63129,68378,68364,72721
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10411179,10987816,11564815,11970815,11780483,12854613,13060271,13782878,14052964,14653925,15572810,16070715,17075441,17767743,18960307,20888945,23007425,22005209,23168187
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2,Population (persons) 1,251377,251616,253304,256520,260009,263175,264932,266401,268851,270882,273518,274504,274897,273749,272910,270474,260475,264240,261547
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,41417,43669,45656,46666,45308,48844,49297,51737,52270,54097,56935,58545,62116,64905,69475,77231,88329,83277,88581
42140,"Santa Fe, NM (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5305935,5816465,6169515,6435013,6259866,6310882,6667956,6959861,6924313,7516930,7635669,8076895,8212995,8725165,9356848,9836327,10952176,11360039,12120479
42140,"Santa Fe, NM (Metropolitan Statistical Area)",2,Population (persons) 1,137610,138786,140210,141704,143205,144602,146256,147458,148533,149167,149794,150784,151890,152636,153762,155043,155400,155761,155956
42140,"Santa Fe, NM (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,38558,41910,44002,45412,43713,43643,45591,47199,46618,50393,50974,53566,54072,57163,60853,63443,70477,72932,77717
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),16797952,18047808,18582421,18729230,18463488,19159070,20369091,21509851,21378868,22648262,24099747,24476667,25499526,26706505,27972670,30899702,33423118,34367316,36507933
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",2,Population (persons) 1,408079,408085,411243,415859,420356,424291,425771,430298,435461,440173,443597,445953,447134,447567,448189,448424,437521,443915,441257
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,41163,44226,45186,45037,43923,45155,47840,49988,49095,51453,54328,54886,57029,59670,62413,68907,76392,77419,82736
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),18648121,19893406,20589228,20444281,19922331,20748776,21654619,22636604,23447713,24800332,26783825,27836308,28988972,30283557,32341692,35449597,37841018,37966730,40187189
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",2,Population (persons) 1,465938,465188,467356,473091,479479,484628,486997,489361,493259,497518,499611,501269,500840,495669,490579,488282,484519,482669,481812
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,40023,42764,44055,43214,41550,42814,44466,46257,47536,49848,53609,55532,57881,61096,65926,72601,78100,78660,83408
42340,"Savannah, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10457594,11307778,12135537,12681706,12687293,13231568,14198691,14423444,14582618,15301729,16143053,16461275,17326286,18176603,18701458,20435083,22571499,23244866,24665870
42340,"Savannah, GA (Metropolitan Statistical Area)",2,Population (persons) 1,314528,322065,329943,335185,344017,348897,356799,363924,368257,375404,382954,389310,393516,397630,402553,405301,409428,418277,424935
42340,"Savannah, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33249,35110,36781,37835,36880,37924,39795,39633,39599,40761,42154,42283,44029,45712,46457,50420,55129,55573,58046
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17329667,18041587,19038983,19926640,19870401,20467969,21172051,21515785,21357392,21986982,22807313,23392255,23885261,24961557,25758292,28248311,29891402,29815660,31218608
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",2,Population (persons) 1,556652,557626,560032,561548,562933,564149,565591,567097,566358,566487,565558,564859,566484,567345,567355,566788,568091,568270,569413
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31132,32354,33996,35485,35298,36281,37434,37940,37710,38813,40327,41413,42164,43997,45401,49839,52617,52467,54826
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),139782327,153905359,167135846,173921094,163445528,167148855,178581070,195759329,201053010,218671343,232424749,247180380,265119073,284639784,305977406,329058934,358905824,372140399,401809746
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",2,Population (persons) 1,3198265,3257081,3304467,3355042,3414797,3449548,3505338,3561452,3616100,3680038,3745754,3824567,3894392,3943900,3984908,4027804,4016479,4032242,4044837
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,43706,47253,50579,51839,47864,48455,50945,54966,55599,59421,62050,64630,68077,72172,76784,81697,89358,92291,99339
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6800337,7796765,8112492,8320980,7125400,7326166,8023131,8492697,8496773,9324498,9860224,10528721,11301905,12417377,13225422,13985179,15821704,16329819,17968894
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1,127955,131463,134564,136277,137016,138222,138847,140018,141242,143593,146387,149900,152658,155200,157696,160446,163869,167267,169795
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,53146,59308,60287,61059,52004,53003,57784,60654,60158,64937,67357,70238,74034,80009,83867,87164,96551,97627,105827
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2348652,2543347,2692180,2745715,2742365,2864231,2929306,2959768,2914628,2993333,3132361,3219434,3373319,3414167,3636052,3914564,4285757,4381923,4754078
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",2,Population (persons) 1,95614,97788,99023,99568,98956,98504,97827,97044,96385,96371,97406,98725,99962,100054,100958,101349,103279,105649,107614
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,24564,26009,27187,27576,27713,29077,29944,30499,30239,31061,32158,32610,33746,34123,36015,38625,41497,41476,44177
43100,"Sheboygan, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3893818,4059028,4274094,4577797,4483080,4481478,4723257,5005259,4920140,5134229,5351641,5424468,5725472,6005261,6117328,6497441,6919409,7119748,7521744
43100,"Sheboygan, WI (Metropolitan Statistical Area)",2,Population (persons) 1,114454,114775,115178,115652,115562,115589,115553,115389,115596,116163,116653,116763,117080,117431,117777,118053,117687,117661,117752
43100,"Sheboygan, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,34021,35365,37109,39583,38794,38771,40875,43377,42563,44198,45877,46457,48902,51139,51940,55038,58795,60511,63878
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3199308,3460767,3726519,3996131,3863195,3991751,4201717,4390960,4485524,4738625,4906151,5166497,5369622,5720450,6091838,6547622,7321779,7602062,8218836
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",2,Population (persons) 1,115666,117174,118331,118834,120069,120971,121140,121347,121635,122647,124461,126866,129411,131876,134008,136099,139563,143198,146907
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27660,29535,31492,33628,32175,32998,34685,36185,36877,38636,39419,40724,41493,43377,45459,48109,52462,53088,55946
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12383324,13289196,13617255,15654312,14929499,15998696,16464030,16860360,16918999,17486708,17330899,17048869,17320672,18332649,18604036,20396751,21628061,22395007,23438539
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",2,Population (persons) 1,383099,389521,390221,392367,394845,399958,403956,407563,406378,404712,404222,402138,400439,397635,395208,392511,388930,384943,383295
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32324,34117,34896,39897,37811,40001,40757,41369,41634,43208,42875,42396,43254,46104,47074,51965,55609,58177,61150
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3524250,3736653,4026415,4266312,4452307,4569454,4703524,4550122,4440383,4473661,4599560,4632411,4807685,4947982,5174896,5876370,6269961,6340860,6643755
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2,Population (persons) 1,125786,127241,128206,129023,130081,131771,132866,131619,128991,126558,125508,124592,123547,124874,125334,125527,126119,125487,124640
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28018,29367,31406,33066,34227,34677,35401,34570,34424,35349,36648,37181,38914,39624,41289,46814,49715,50530,53304
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4740467,5003894,5504095,6049843,5655941,5885636,5802731,5943391,5862830,6145415,6548409,6652063,6727891,7152526,7644851,8029514,8705184,9315687,9766023
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",2,Population (persons) 1,139860,140363,140721,141298,142645,144026,144811,144873,145271,145750,146399,146981,146841,147913,149480,149921,149477,149253,149893
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33894,35650,39114,42816,39650,40865,40071,41025,40358,42164,44730,45258,45818,48356,51143,53558,58238,62415,65153
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7771725,8692976,9512942,10250294,10115969,10642421,10998070,11721163,11570259,12605327,13656488,14180686,14858028,15641782,17114690,18486288,20986138,21805262,23114847
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",2,Population (persons) 1,206605,211576,216943,221887,225913,229213,232706,238044,243241,248040,252369,257510,263385,267539,273126,277688,282293,289525,295004
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37616,41087,43850,46196,44778,46430,47262,49239,47567,50820,54113,55068,56412,58465,62662,66572,74342,75314,78354
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10077245,10663852,11053693,11258796,10614597,10975186,11643975,12090351,12250993,12800273,13591241,13758011,14381640,15063319,15238012,16344730,17997497,18363042,18499044
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",2,Population (persons) 1,317221,317778,318668,319966,319189,319073,319082,318652,319166,320102,320547,322094,322596,323692,324616,324241,323813,323759,324490
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31767,33558,34687,35187,33255,34397,36492,37942,38384,39988,42400,42714,44581,46536,46942,50409,55580,56718,57010
43900,"Spartanburg, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7697918,8297066,8833422,9380050,8855749,9123398,9680088,10366740,10135861,11077972,11685542,12291075,12715383,13299177,14367863,15808292,17777643,17767615,19154828
43900,"Spartanburg, SC (Metropolitan Statistical Area)",2,Population (persons) 1,264481,268898,274215,279673,283335,284848,286575,288995,291573,294491,298402,303005,309272,317099,323180,329379,335397,345948,356698
43900,"Spartanburg, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29106,30856,32213,33539,31255,32029,33779,35872,34763,37617,39160,40564,41114,41940,44458,47994,53005,51359,53700
